bvd_id,company_adddress
NL01108919,9291EG | 32
NL01108920,9291MC | 4
NL01108921,9291MC | 6
NL01108955,9206AJ | 11
NL01108983,8471RX | 6
NL01109066,8621CZ | 3
NL01109104,8932NB | 73
NL01109146,8331TV | 2
NL01109351,8919AA | 147
NL01109400,8701KA | 12
NL01109401,8701KA | 12
NL01109717,8447SB | 11
NL01109776,1101AR | 56
NL01110074,9202PE | 7
NL01110117,8917BD | 102
NL01110255,9471AP | 9
NL01110543,8456GD | 121
NL01110549,8774PL | 1
NL01110810,8861VA | 29
NL01110838,8932NB | 73
NL01110853,8917BD | 102
NL01110909,9062GR | 20
NL01111087,8801PN | 15
NL01111099,8447GL | 2
NL01111108,1101BH | 55
NL01111341,1101AR | 56
NL01111539,8491DR | 2
NL01111547,8255CK | 22
NL01111860,8401BL | 48
NL01111893,8765LP | 6
NL01112050,2665MK | 40
NL01112246,9207AM | 3
NL01112256,8606JR | 4
NL01112261,8606JR | 4
NL01112273,8894KK | 4
NL01112391,8934CJ | 4
NL01112424,8536TN | 16
NL01112468,8911AE | 50
NL01112499,8911AW | 1
NL01112528,1101BH | 55
NL01112625,8913HB | 10
NL01112634,8501XK | 1
NL01112786,8401SC | 8
NL01112808,3068AV | 5
NL01112974,1101AR | 56
NL01112978,1017EM | 558
NL01113373,9101WZ | 40
NL01113581,9207AJ | 2
NL01113593,8606JP | 9
NL01113636,8911AW | 3
NL01113704,8501XH | 15
NL01113711,9076MA | 20
NL01113899,9262NS | 18
NL01113927,3311JG | 53
NL01113947,8531PZ | 52
NL01113982,1101AR | 56
NL01113983,1101AR | 56
NL01113984,1101AR | 56
NL01113985,1101AR | 56
NL01114067,9101MT | 15
NL01114077,9101MT | 15
NL01114083,9723BK | 125
NL01114111,8932NB | 73
NL01114165,8606JC | 83
NL01114238,8447GL | 19
NL01114258,8881AG | 5
NL01114259,8881AG | 5
NL01114281,8914BJ | 28
NL01114288,9101WV | 35
NL01114294,9101WV | 35
NL01114354,8446EG | 9
NL01114355,9281NW | 52
NL01114499,8401JE | 58
NL01114503,8442BS | 56
NL01114640,9091BB | 5
NL01114643,9295LD | 3
NL01114800,8604CA | 4
NL01114819,9026BC | 2
NL01114833,8525EH | 29
NL01114919,8013RA | 1
NL01115027,8501XK | 1
NL01115034,8501XP | 8
NL01115051,8701MC | 101
NL01115054,8701MC | 101
NL01115109,8491PA | 32
NL01115225,4814RS | 36
NL01115370,3842DR | 15
NL01115527,8405BP | 6
NL01115564,8911DW | 64
NL01115880,8911LH | 72
NL01115893,1077XX | 1143
NL01116085,9287VN | 26
NL01116131,8802PV | 3
NL01116134,9125EE | 10
NL01116172,8938BG | 20
NL01116188,8938AT | 2
NL01116336,8606JR | 4
NL01116352,8531RL | 65
NL01116396,8915KL | 67
NL01116544,8601CM | 38
NL01116563,8913HB | 6
NL01116748,8471XP | 18
NL01116775,8701CL | 18
NL01116804,8812JM | 3
NL01116806,8911AE | 50
NL01116808,8911AE | 50
NL01116912,8561EL | 24
NL01116914,8561EL | 24
NL01116966,8456JB | 28
NL01116972,8913HB | 10
NL01117171,9057LA | 1
NL01117278,8911DB | 156
NL01117398,8606JG | 9
NL01117583,8531AA | 54
NL01117658,8606JA | 27
NL01117760,9207EA | 15
NL01117815,8501ZP | 7
NL01117953,8721GE | 9
NL01117961,8721GE | 9
NL01118075,8501ZP | 7
NL01118139,9207EA | 15
NL01118141,9207EA | 15
NL01118142,9207EA | 15
NL01118327,8932NB | 57
NL01118358,8501XD | 8
NL01118383,8912BG | 5
NL01118484,9206AS | 31
NL01118504,8914AT | 52
NL01118524,8608AG | 47
NL01118540,8608AG | 47
NL01118736,8765LP | 6
NL01118737,8765LP | 6
NL01119021,8501ZA | 24
NL01119127,8862DD | 1
NL01119164,8861AK | 53
NL01119179,8932PA | 66
NL01119185,9101RA | 2
NL01119264,8731DW | 3
NL01119392,9061AE | 2
NL01119418,9044MN | 18
NL01119626,8445RP | 5
NL01119657,7151MR | 52
NL01119868,9244CL | 39
NL01120009,3161GR | 7
NL01120054,9062HK | 3
NL01120131,9207HE | 6
NL01120141,8914AT | 52
NL01120163,8911DW | 64
NL01120213,8914CA | 4
NL01120537,8754JE | 19
NL01120617,1101AR | 56
NL01120929,9351VJ | 7
NL01120968,8851GJ | 21
NL01121064,8601ZK | 1
NL01121630,8401JE | 58
NL01121744,8331TV | 2
NL01121748,8409JK | 87
NL01121752,8409JK | 87
NL01121812,8502TL | 1
NL01121998,3161GR | 7
NL01121999,3161GR | 7
NL01122263,8608AG | 47
NL01122358,4104AX | 15
NL01122542,8913CZ | 9
NL01122789,8801ET | 76
NL01122915,9753TB | 12
NL01122984,4815PN | 22
NL01123228,9531AC | 61
NL01123268,9723ZA | 284
NL01123270,9204WB | 1
NL01123274,9723ZA | 284
NL01123371,7821AK | 8
NL01123390,9903GA | 23
NL01123391,9934RT | 78
NL01123414,5026RP | 1
NL01123419,9471KA | 6
NL01123439,9743DA | 13
NL01123444,9461AB | 10
NL01123453,8721EX | 11
NL01123487,7741MG | 18
NL01123500,8939AA | 9
NL01123562,8861NE | 15
NL01123576,9718AS | 15
NL01123579,9936GZ | 26
NL01124281,9742AM | 200
NL01124293,9753TB | 12
NL01124396,3447GK | 10
NL01124485,6006TB | 43
NL01124658,8508RL | 28
NL01124667,9202LC | 7
NL01124684,9609PA | 5
NL01124764,7957EJ | 3
NL01124863,7772JG | 31
NL01125092,8801PL | 6
NL01125240,9721AA | 93
NL01125395,7943PE | 134
NL01125593,7833AA | 9
NL01125732,9611DH | 94
NL01125744,8715EP | 34
NL01125891,9752XM | 269
NL01126002,9351VJ | 8
NL01126009,1062JN | 175
NL01126038,9968TC | 2
NL01126065,9501LL | 3
NL01126075,8502TL | 1
NL01126396,9711BS | 14
NL01126399,9909AD | 34
NL01126674,9934CK | 10
NL01126715,7825AM | 80
NL01126734,8445RP | 5
NL01126957,7751GN | 8
NL01127031,9747AV | 1
NL01127188,8881AG | 5
NL01127284,8461LC | 2
NL01127388,1101AR | 56
NL01127394,9645KX | 96
NL01127437,2665MR | 224
NL01127451,9723ZA | 284
NL01128166,9936GZ | 26
NL01128176,7943PE | 136
NL01128389,7812AD | 53
NL01128488,9738AD | 99
NL01128527,9712AC | 4
NL01128537,2685DC | 231
NL01128608,9601EA | 31
NL01128611,9601EA | 31
NL01128728,8861SR | 26
NL01128828,9742LJ | 3
NL01128902,9403DE | 12
NL01128903,9403DE | 12
NL01128904,9403DE | 12
NL01128905,9403DE | 12
NL01128918,9502KJ | 1
NL01128942,8441AZ | 15
NL01129108,9675HJ | 67
NL01129381,9712LK | 69
NL01129722,9351VJ | 7
NL01129869,9402NR | 1
NL01130260,9521AT | 34
NL01130325,7905SW | 2107
NL01130370,9723ZA | 284
NL01130426,8938BG | 38
NL01130450,8915AA | 1
NL01130535,9936BJ | 35
NL01130754,9461AA | 1
NL01130755,1411DD | 5
NL01130760,8448GV | 65
NL01131021,9472TD | 37
NL01131030,9934PV | 1
NL01131071,9718CV | 20
NL01131368,8914BD | 11
NL01131418,7981LA | 6
NL01131476,9403DV | 6
NL01131635,9502EX | 31
NL01131806,9056LK | 3
NL01131849,9414TN | 2
NL01131981,9723ZA | 284
NL01132008,9401JZ | 17
NL01132030,9721VZ | 380
NL01132061,9271KH | 34
NL01132126,9076MA | 20
NL01132247,8861SV | 61
NL01132301,3011ED | 49
NL01132335,9105KT | 42
NL01132393,7957BA | 1
NL01132397,7957BA | 1
NL01132416,7958RM | 55
NL01132478,8441CM | 4
NL01132516,8501XG | 1
NL01132532,9541TA | 39
NL01132562,3066GS | 105
NL01132590,9088AH | 8
NL01132664,9475TE | 13
NL01132757,9411TV | 50
NL01132895,7751DN | 20
NL01132900,9933HG | 18
NL01132959,3833AC | 5
NL01132984,1811CP | 168
NL01133009,9601GW | 1
NL01133116,8453WG | 69
NL01133154,9728BM | 812
NL01133160,8938BG | 38
NL01133225,9697NA | 15
NL01133272,9037JW | 9
NL01133337,7887TP | 23
NL01133382,5691CM | 8
NL01133789,9936GZ | 26
NL01133795,9936GZ | 26
NL01133798,9936GZ | 26
NL01133799,9936GZ | 26
NL01133857,9934AR | 5
NL01133863,9025BR | 6
NL01133903,9088BH | 2
NL01133974,9645BM | 87
NL01133984,9341AA | 1
NL01134015,1704RW | 32
NL01134344,9205ES | 114
NL01134398,7903AV | 8
NL01134494,3161GR | 7
NL01134670,7812AD | 53
NL01134829,9101JG | 5
NL01134840,9601EA | 31
NL01134973,9047KM | 1
NL01135027,9934GD | 4
NL01135029,9934GD | 4
NL01135043,3016DE | 1
NL01135253,7873DB | 12
NL01135403,9743AD | 215
NL01135499,9751ND | 3
NL01135654,8917JC | 245
NL01135658,9728JR | 100
NL01136168,9435TC | 19
NL01136210,9679BJ | 1
NL01136211,9403VX | 48
NL01136230,8409JK | 87
NL01136346,9531AC | 61
NL01136464,3161GR | 7
NL01136465,3161GR | 7
NL01136472,9713GX | 1
NL01136473,9713GX | 1
NL01136691,7887GB | 69
NL01136901,7905SW | 2107
NL01136962,1314CH | 4
NL01136970,9936GZ | 26
NL01136982,9354BV | 29
NL01137013,9801HJ | 5
NL01137015,9801HJ | 5
NL01137074,9601EA | 31
NL01137412,8884HJ | 32
NL01137500,9723AZ | 82
NL01137753,9717CB | 4
NL01137881,8861NE | 15
NL01137890,8934AD | 2
NL01137892,8932PJ | 7
NL01137967,8938AT | 9
NL01138095,9403AD | 55
NL01138147,8461LC | 2
NL01138388,8601WL | 40
NL01138425,1101BH | 55
NL01138463,9502KJ | 1
NL01138952,9251ME | 31
NL01139052,1043GR | 151
NL01139208,8601EG | 12
NL01139271,9645KZ | 67
NL01139307,9681AL | 158
NL01139488,9723JB | 66
NL01139491,9723JB | 66
NL01139500,9723JB | 66
NL01139526,7875AD | 70
NL01139544,7891TH | 2
NL01139577,9295LD | 3
NL01139757,9203KA | 31
NL01139876,7317AJ | 82
NL01139951,9401AZ | 17
NL01140083,9936BH | 14
NL01140290,3411MD | 5
NL01140343,7909AA | 1
NL01140376,9413AV | 3
NL01140389,8561EL | 24
NL01140427,9206BK | 4
NL01140527,9204LM | 26
NL01140793,9731NE | 482
NL01140899,3605LT | 3002
NL01140990,9995PC | 11
NL01141066,8604CE | 24
NL01141220,7825GC | 2
NL01141221,7825GC | 2
NL01141329,9735AD | 2
NL01141336,9735AD | 2
NL01141422,7909HS | 15
NL01141519,7909HS | 15
NL01141993,9403AD | 39
NL01142025,9047KJ | 4
NL01142028,8912BG | 5
NL01142046,8448CS | 36
NL01142070,7981LE | 19
NL01142096,9502KJ | 1
NL01142624,9671PH | 34
NL01142699,8442LE | 54
NL01142786,9515PN | 18
NL01142990,8493LB | 19
NL01143448,9731AK | 7
NL01143918,9934CK | 10
NL01144236,9932AB | 34
NL01144237,9932AB | 34
NL01144304,8911AW | 7
NL01144392,9711AP | 2
NL01144458,7891DT | 79
NL01144481,9406AR | 9
NL01144504,9351VD | 14
NL01144563,9728BM | 804
NL01144591,9906TC | 7
NL01144791,9351VD | 14
NL01145037,9411BB | 12
NL01145094,8502BR | 42
NL01145316,9503JA | 25
NL01145543,7827EC | 15
NL01145845,9723BK | 131
NL01145881,9715AW | 6
NL01146123,9601EA | 31
NL01146417,9936HD | 10
NL01146433,9502BW | 1
NL01146539,9251GA | 40
NL01146683,9464TH | 17
NL01146786,9761EK | 86
NL01146794,9723AZ | 90
NL01147348,8441BC | 88
NL01147648,6717KV | 100
NL01147723,7812AL | 148
NL01147804,8911JL | 69
NL01147893,8331TV | 2
NL01148001,9743AM | 2
NL01148021,7741MG | 7
NL01148024,9753TB | 12
NL01148159,1101BV | 278
NL01148204,9202PB | 10
NL01148399,8431LD | 1
NL01148417,9521AT | 34
NL01148512,2288AA | 2
NL01148769,9423PH | 246
NL01148863,9605PX | 9
NL01148897,9502EX | 31
NL01148935,8912AV | 32
NL01148939,8912AV | 32
NL01148953,9203CD | 32
NL01148957,8608AA | 45
NL01149079,9207HE | 6
NL01149212,7815SC | 24
NL01149359,9646DE | 12
NL01149563,9008TB | 7
NL01149586,1043EX | 92
NL01149791,9885TC | 8
NL01150004,8448GX | 20
NL01150144,8855XK | 3
NL01150252,9743AC | 191
NL01150986,9521AV | 58
NL01151015,8765LS | 7
NL01151122,9988RC | 95
NL01151224,5026RP | 1
NL01151228,9521BC | 111
NL01151247,5026RP | 1
NL01151292,9156AA | 1
NL01151375,8447SN | 25
NL01151404,9464TH | 17
NL01151607,8423VB | 1
NL01152768,9011TA | 5
NL01152786,7901JW | 162
NL01152813,7901JW | 162
NL01152822,9401JZ | 17
NL01153483,9725AS | 2
NL01153895,7941HA | 1
NL01153903,9712RJ | 38
NL01154350,7751GE | 1
NL01154453,9804TG | 4
NL01154596,9636TK | 3
NL01154620,8493LB | 19
NL01154877,8934BX | 26
NL01154927,9255LH | 13
NL01155014,9202PD | 11
NL01155027,9711EK | 50
NL01155040,9401HV | 36
NL01155056,9723TW | 1
NL01155067,9108LC | 1
NL01155246,9011WH | 2
NL01155261,9011WJ | 11
NL01155296,7811ER | 46
NL01155410,9405PT | 5
NL01155527,9423PE | 198
NL01155733,7555ED | 101
NL01156404,9606PX | 27
NL01156579,7903AL | 29
NL01156751,9645KX | 62
NL01156790,9713GX | 1
NL01156805,7825AL | 65
NL01157019,9728BM | 804
NL01157098,9207EA | 15
NL01157181,8501XH | 15
NL01157411,7825VV | 11
NL01157433,7891DT | 79
NL01157501,9351VD | 14
NL01157521,8431SM | 1
NL01157532,8441PW | 44
NL01157611,8939BG | 32
NL01157668,9411BB | 12
NL01157671,3267BD | 17
NL01157765,8913HB | 6
NL01158089,9356VD | 1
NL01158123,9247BD | 120
NL01159255,9412AT | 3
NL01159440,9902AM | 1
NL01159535,9351VJ | 8
NL01159627,9712KJ | 37
NL01159693,7905CA | 9
NL01160525,8375AS | 76
NL01160583,9865XD | 3
NL01160604,9563TV | 8
NL01160737,9609PA | 5
NL01160955,9202PE | 7
NL01161309,7943PE | 134
NL01161556,7905SG | 1210
NL01161557,7905SG | 1210
NL01161642,8934CJ | 4
NL01161692,8441PW | 44
NL01161782,9728TB | 11
NL01161791,9804TG | 4
NL01161802,9728TB | 11
NL01162041,9743AM | 2
NL01162293,9718AW | 13
NL01162567,2271AD | 23
NL01162772,9561JA | 10
NL01162986,9401PK | 8
NL01163054,9672TC | 10
NL01163323,9735AD | 2
NL01163337,9636TK | 3
NL01163553,9603TE | 88
NL01163590,9853TE | 7
NL01163671,7811ER | 46
NL01164181,3542AD | 160
NL01164464,8913HB | 6
NL01164533,9982TR | 26
NL01164627,7901JX | 194
NL01165050,9934CK | 10
NL01165460,7951SJ | 5
NL01165966,8491PA | 2
NL01165980,9244BT | 3
NL01166182,7921AV | 1
NL01166260,9073TW | 20
NL01166380,7751AK | 40
NL01166529,2718SX | 57
NL01166534,2718SX | 57
NL01166707,9076MA | 20
NL01166906,9412AT | 3
NL01167182,9988RC | 95
NL01167347,8305AK | 24
NL01167349,9723ZL | 16
NL01167471,9711AP | 2
NL01167528,9403AD | 53
NL01167760,9591VM | 5
NL01167776,7761PX | 3
NL01167839,9743AK | 6
NL01167924,7907GA | 98
NL01167944,9722AH | 98
NL01168019,8938AG | 37
NL01168080,9936BJ | 35
NL01168326,9207AM | 3
NL01168523,9672BN | 20
NL01168729,5026RP | 1
NL01169017,9711ES | 10
NL01169022,9711ES | 10
NL01169109,9918PX | 50
NL01169213,8459BN | 245
NL01169229,7905SE | 1129
NL01169269,7812AJ | 50
NL01169279,9471KA | 6
NL01169298,9723BK | 131
NL01169300,8861NS | 25
NL01169370,8934AD | 2
NL01169416,5691CM | 8
NL01169666,9062GR | 20
NL01169746,8602JX | 5
NL01169786,9711ES | 10
NL01169936,8448GV | 69
NL01169968,3641RT | 4
NL01170166,1013AP | 2
NL01170336,9363VE | 40
NL01170406,7909AA | 1
NL01170426,7905SW | 2107
NL01170522,9641ML | 30
NL01170582,9321XX | 11
NL01170660,8602CP | 8
NL01170692,7901EG | 78
NL01170714,9756AN | 20
NL01170902,9482WP | 12
NL01170946,8917DD | 1
NL01170978,9936GZ | 26
NL01171092,9981GD | 1
NL01171295,8913HB | 6
NL01171330,3161GR | 7
NL01171342,3161GR | 7
NL01171353,3161GR | 7
NL01171440,9605PX | 9
NL01171806,9561AM | 2
NL01172366,9022AC | 21
NL01172668,8872RG | 5
NL01172708,9727KB | 9
NL01173030,8923CZ | 16
NL01173273,9401KX | 20
NL01174466,8383EG | 32
NL01174565,9724AG | 14
NL01174634,8911MA | 1
NL01174845,9417TE | 5
NL01176309,5245NH | 44
NL01176929,9728PH | 2
NL01177142,1081JK | 760
NL01177397,9581GJ | 166
NL01177904,7891DT | 79
NL01177939,9531AC | 61
NL01178074,7742BP | 2
NL01178096,8441BH | 10
NL01178474,8441AD | 10
NL01178613,9644XW | 9
NL01178638,8812JM | 3
NL01178663,8607AB | 9
NL01178690,8938AT | 9
NL01178704,8011MJ | 15
NL01178828,9101PZ | 4
NL01178953,9151JR | 6
NL01179097,1506GM | 420
NL01179178,9161CK | 12
NL01179200,8802PV | 3
NL01179237,8491EM | 38
NL01179353,9137SH | 34
NL01179626,7942AP | 3
NL01180096,9718CL | 12
NL01180169,8397LJ | 1
NL01180351,9541TA | 39
NL01180367,9723JJ | 1
NL01180473,9062GR | 20
NL01180604,9602WL | 10
NL01180683,8531PZ | 52
NL01180769,9665PB | 20
NL01181025,8931BE | 33
NL01181053,9645KX | 96
NL01181200,9725CW | 72
NL01181461,9411BB | 12
NL01181528,9934GD | 4
NL01181695,9407TM | 58
NL01182271,9635TM | 45
NL01182316,9712JX | 1
NL01182345,9866TP | 50
NL01182357,9723CA | 7
NL01182434,9743DA | 15
NL01182493,8501XH | 15
NL01182616,1017CG | 540
NL01182628,1081JK | 760
NL01182647,9752XM | 269
NL01182936,9751WB | 46
NL01182958,8911AE | 32
NL01183331,9934CK | 10
NL02001837,9752XK | 19
NL02002055,9751BJ | 5
NL02004298,9726GM | 54
NL02005035,9745CK | 52
NL02005220,9843HA | 13
NL02008621,9723DV | 99
NL02009290,9721AK | 119
NL02009819,9723JE | 12
NL02011217,9752CH | 361
NL02011340,9752VZ | 3
NL02012664,9752CH | 379
NL02013386,9982EG | 2
NL02013984,9727AJ | 99
NL02014096,9981GD | 1
NL02014625,9351NR | 23
NL02016483,9934CK | 10
NL02018735,9723BP | 37
NL02018816,1561PS | 10
NL02020174,9883TC | 1
NL02021159,9751BM | 11
NL02022169,9351VL | 10
NL02024613,9743AK | 10
NL02024671,9728BM | 812
NL02026027,9751BJ | 5
NL02026314,3818ED | 135
NL02026559,9902AM | 1
NL02026817,9711BH | 2
NL02028058,9727AJ | 99
NL02028153,9718NH | 18
NL02028204,9711SX | 1
NL02028645,9722AK | 138
NL02028826,9723AB | 50
NL02029700,9727KC | 17
NL02030050,9843HA | 13
NL02030179,9712HG | 91
NL02030220,9801AA | 27
NL02030258,9712HG | 91
NL02031391,9723AB | 70
NL02031625,9756AN | 11
NL02031832,9866AK | 18
NL02031969,9936BJ | 35
NL02032331,9728BM | 810
NL02032397,9988SX | 6
NL02032414,9351TB | 42
NL02032832,9723ZW | 185
NL02033000,9723ZW | 185
NL02033347,9723ZW | 185
NL02033443,9727KB | 17
NL02034098,9865VN | 5
NL02034660,9351VE | 2
NL02034695,9727KB | 17
NL02034778,9727KB | 17
NL02035000,9354TN | 85
NL02035141,3833BP | 2
NL02035158,3336LG | 13
NL02035201,9723AW | 29
NL02035346,9713GZ | 1
NL02035768,9843AM | 8
NL02035964,9351EN | 6
NL02036570,9351NR | 23
NL02036622,9902AM | 1
NL02036725,9713GZ | 1
NL02036732,9355TD | 128
NL02036894,9727AJ | 99
NL02037102,9751SL | 6
NL02037198,9716JL | 21
NL02037226,9716JL | 21
NL02037320,9756AE | 12
NL02037339,9843HA | 13
NL02037472,9804TG | 14
NL02037603,9756AJ | 92
NL02037606,9738AC | 7
NL02037748,9611AW | 394
NL02037930,9843HA | 13
NL02038195,9723DR | 12
NL02038442,9723TK | 5
NL02038524,9711AG | 10
NL02038528,9902AM | 1
NL02038918,9747AN | 16
NL02038933,9728NR | 15
NL02039032,9356AV | 53
NL02039089,9362RD | 12
NL02039320,9723JJ | 1
NL02039475,9751BJ | 5
NL02039890,9791CH | 18
NL02040012,8426ER | 14
NL02040275,9751NN | 36
NL02040295,9885TC | 8
NL02040402,9723JC | 6
NL02040431,9727KB | 17
NL02040466,9936BH | 14
NL02040619,9989TA | 1
NL02040654,9965PR | 5
NL02040692,9892PK | 4
NL02041029,9251GA | 40
NL02041049,7131PG | 31
NL02041078,9936BH | 14
NL02041105,9747AT | 3
NL02041234,9728BM | 810
NL02041280,1561PS | 10
NL02041549,9672BP | 5
NL02041945,9721AA | 93
NL02042021,9712AD | 18
NL02042127,8528DT | 6
NL02042128,8426AM | 141
NL02042313,1015BE | 93
NL02042380,9711BC | 27
NL02042686,9804TG | 14
NL02042762,9804TG | 14
NL02042937,4691TB | 52
NL02043037,9804TG | 14
NL02043040,9403AD | 39
NL02043286,9728JT | 300
NL02043428,9723BT | 60
NL02043432,9988SX | 36
NL02043588,2517KC | 2
NL02043836,9351NR | 23
NL02043946,9752VB | 4
NL02044014,8938AG | 51
NL02044123,9672BN | 28
NL02044211,9351NR | 17
NL02044275,9728JT | 300
NL02044304,9804PB | 45
NL02044371,9752VZ | 3
NL02044410,9727DL | 13
NL02044417,9843HA | 13
NL02044604,9718CD | 43
NL02044607,9718CD | 43
NL02044745,9986XP | 29
NL02044818,9723JD | 3
NL02044893,9711RS | 12
NL02044979,9988SX | 36
NL02045064,9801AA | 27
NL02045101,9351TB | 42
NL02045102,9351TB | 44
NL02045187,9801PD | 14
NL02045200,3072AP | 123
NL02045289,9902AM | 1
NL02045293,9756AE | 12
NL02045572,9711AG | 10
NL02045628,9363JN | 1
NL02045630,1261BM | 6
NL02045649,9723ZL | 2
NL02045732,3316EE | 7
NL02045733,3316EE | 7
NL02045771,9684AT | 1
NL02045772,9934GD | 4
NL02045971,9351VA | 8
NL02046034,1182AL | 2
NL02046176,8938AN | 5
NL02046296,9727KB | 17
NL02046345,9727KB | 17
NL02046436,9727KB | 17
NL02046454,8334RS | 105
NL02046477,9752VB | 4
NL02046480,9723JB | 66
NL02046937,9731AK | 7
NL02047171,9723JJ | 1
NL02047199,9723TG | 1
NL02047435,9731KK | 83
NL02047472,9712JE | 1
NL02047868,7812NC | 26
NL02048071,9351EN | 6
NL02048134,9725AC | 85
NL02048232,8304BL | 21
NL02048250,9723TG | 1
NL02048288,9936HD | 10
NL02048469,9723BC | 5
NL02048513,9988SX | 36
NL02048536,8334RS | 105
NL02048736,1101CM | 238
NL02048759,9301HW | 17
NL02049328,9725EL | 72
NL02049614,9756AN | 20
NL02049710,9746TJ | 257
NL02049778,9728JT | 300
NL02049872,5026RP | 1
NL02049912,9752XK | 19
NL02050187,9723TC | 5
NL02050411,9718CD | 43
NL02050491,9726GM | 54
NL02050641,9727KB | 17
NL02050681,9711EK | 50
NL02050758,9752CB | 239
NL02051100,9752XD | 239
NL02051123,9723AZ | 78
NL02051231,9804TG | 14
NL02051338,9752CB | 239
NL02051434,9843AR | 24
NL02051435,9843AR | 24
NL02051476,9756AN | 11
NL02051589,9804TG | 14
NL02051604,9621BX | 7
NL02051616,9531AC | 61
NL02051753,9981ED | 62
NL02051764,9981CG | 19
NL02051769,9751BM | 11
NL02051777,9723JC | 6
NL02051876,3527VX | 15
NL02051951,9756AN | 11
NL02052167,9712AC | 4
NL02052295,9712AC | 4
NL02052371,9363TH | 4
NL02052412,9933SP | 80
NL02052426,8334RS | 105
NL02052493,9723AZ | 78
NL02052502,9727AJ | 99
NL02052535,1101GC | 50
NL02052628,9727AP | 144
NL02052752,9753TA | 5
NL02052770,9363TH | 4
NL02053026,9989TA | 1
NL02053143,9616TD | 34
NL02053319,1019BR | 1
NL02053336,9351VL | 10
NL02053380,9711AP | 2
NL02053537,9743AK | 10
NL02053579,1261BM | 6
NL02053652,9712JE | 1
NL02053850,9301HW | 17
NL02053901,9723TG | 1
NL02053917,9989TA | 1
NL02053920,9989TA | 1
NL02053978,3011GB | 555
NL02054077,9745CK | 52
NL02054138,1251CM | 8
NL02054364,1322BD | 113
NL02054498,9723DR | 12
NL02054883,9405PT | 5
NL02054884,9251GA | 40
NL02054892,9751NN | 36
NL02054894,9743AK | 10
NL02054907,9351PA | 5
NL02054958,7547AT | 335
NL02054987,9745CK | 52
NL02054988,9746BZ | 23
NL02055137,9725CW | 72
NL02055257,4401LA | 35
NL02055259,9865XD | 3
NL02055328,4001AE | 4
NL02055349,1314CH | 5
NL02055410,9968TC | 2
NL02055411,9968TC | 2
NL02055498,9472TD | 37
NL02055577,9735AC | 8
NL02055662,9735AD | 2
NL02055663,9735AD | 2
NL02055998,9752VZ | 3
NL02056008,9712AC | 4
NL02056186,9743AD | 215
NL02056257,1332AT | 6
NL02056411,9723AZ | 76
NL02056525,9756AN | 11
NL02056567,9722AK | 138
NL02056665,9735AD | 2
NL02056685,9756AN | 11
NL02056814,9843AR | 24
NL02057010,9988SX | 36
NL02057076,9723JJ | 1
NL02057077,9723JJ | 1
NL02057078,9723JJ | 1
NL02057080,9723JJ | 1
NL02057088,9712HG | 91
NL02057116,9728PH | 2
NL02057128,1261BM | 6
NL02057176,8448CN | 12
NL02057208,9331CL | 6
NL02057242,7461BA | 4
NL02057526,3089JH | 11
NL02057760,9723ZL | 16
NL02057817,9351NR | 17
NL02057859,8938BG | 20
NL02057929,9722AM | 174
NL02058065,9711ME | 1
NL02058154,9747AT | 4
NL02058206,9721AA | 93
NL02058291,1322BD | 113
NL02058321,9982TW | 38
NL02058416,9726GM | 54
NL02058534,9711AP | 2
NL02058539,9971AT | 1
NL02058790,8162PD | 19
NL02058802,9712AC | 4
NL02058843,9712AD | 25
NL02058985,9976VN | 1
NL02059153,9988SX | 36
NL02059257,9301HW | 17
NL02059278,9843AR | 24
NL02059343,9723BC | 5
NL02059395,8426ER | 14
NL02059458,9936BH | 14
NL02059460,9722AM | 174
NL02059562,3335LR | 33
NL02059612,9363VM | 1
NL02059930,9727DL | 15
NL02059959,9728BM | 812
NL02060066,9883PM | 4
NL02060067,9883PM | 4
NL02060069,9611TD | 66
NL02060175,9728NR | 21
NL02060186,9606PN | 117
NL02060193,9721AK | 119
NL02060239,5271VV | 1
NL02060268,9743RK | 2
NL02060311,9725AS | 2
NL02060396,1411EV | 2
NL02060402,9351VA | 8
NL02060472,2132LS | 100
NL02060539,9405PT | 5
NL02060583,9712KJ | 37
NL02060589,9723TH | 34
NL02060726,9723AZ | 76
NL02060810,9531MH | 54
NL02061026,9363JN | 1
NL02061027,9718CR | 20
NL02061200,9711AG | 2
NL02061233,9982EG | 2
NL02061234,9982EG | 2
NL02061235,9982EG | 2
NL02061367,9728JT | 300
NL02061435,1217KP | 11
NL02061512,9461AA | 1
NL02061528,9351NR | 23
NL02061613,9451AV | 5
NL02061695,9723JB | 66
NL02061784,9883PM | 4
NL02061792,9551CC | 2
NL02061937,9725AS | 2
NL02062084,9561TE | 1
NL02062345,1624NB | 31
NL02062368,9934AA | 28
NL02062464,9722AK | 138
NL02062465,9722AK | 138
NL02062570,5145RA | 3
